Age,Gender,Education Level,Job Title,experience,Salary,test_score,interview_score
50,Male,PhD,Senior Project Engineer,19,200000,75,77
30,Male,Bachelor's Degree,Back end Developer,5,100000,71,79
42,Male,Master's Degree,Software Engineer Manager,13,170000,97,73
33,Female,Bachelor's Degree,Full Stack Engineer,6,115000,93,93
45,Male,PhD,Senior Project Engineer,16,185000,73,90
29,Female,Bachelor's Degree,Front end Developer,4,90000,95,99
39,Female,Master's Degree,Software Engineer Manager,12,160000,92,77
27,Male,Bachelor's Degree,Back end Developer,3,80000,82,89
49,Male,PhD,Senior Project Engineer,17,195000,61,84
32,Female,Master's Degree,Full Stack Engineer,6,115000,100,78
36,Male,Bachelor's Degree,Software Engineer Manager,8,135000,80,67
27,Male,Bachelor's Degree,Front end Developer,2,65000,61,87
43,Female,PhD,Senior Project Engineer,14,190000,86,67
34,Male,Master's Degree,Back end Developer,8,140000,68,90
46,Male,PhD,Software Engineer Manager,16,185000,60,62
33,Female,Bachelor's Degree,Full Stack Engineer,7,130000,70,62
30,Female,Master's Degree,Front end Developer,5,105000,62,81
50,Male,PhD,Senior Project Engineer,19,200000,82,76
30,Male,Bachelor's Degree,Back end Developer,5,100000,85,95
42,Male,Master's Degree,Software Engineer Manager,13,170000,63,76
33,Female,Bachelor's Degree,Full Stack Engineer,6,115000,77,73
45,Male,PhD,Senior Project Engineer,16,185000,65,68
29,Female,Bachelor's Degree,Front end Developer,4,90000,94,89
31,Male,Master's Degree,Software Engineer Manager,8,130000,81,80
27,Male,Bachelor's Degree,Back end Developer,3,80000,74,71
43,Male,PhD,Senior Project Engineer,15,180000,81,96
35,Female,Master's Degree,Full Stack Engineer,8,140000,96,91
42,Male,Bachelor's Degree,Software Engineer Manager,12,160000,71,70
28,Female,Bachelor's Degree,Front end Developer,2,55000,97,79
44,Female,PhD,Senior Project Engineer,16,190000,77,94
32,Male,Master's Degree,Back end Developer,7,120000,94,70
48,Male,PhD,Software Engineer Manager,18,200000,89,67
30,Female,Bachelor's Degree,Full Stack Engineer,5,100000,83,63
34,Male,Master's Degree,Front end Developer,9,150000,89,86
37,Female,Bachelor's Degree,Software Engineer Manager,11,170000,73,99
26,Male,Bachelor's Degree,Back end Developer,2,65000,65,97
49,Female,PhD,Senior Project Engineer,19,210000,62,89
29,Male,Bachelor's Degree,Full Stack Engineer,4,90000,75,86
41,Male,Master's Degree,Software Engineer Manager,14,180000,66,80
31,Female,Bachelor's Degree,Front end Developer,6,110000,73,79
37,Male,Master's Degree,Software Engineer Manager,10,150000,68,63
27,Male,Bachelor's Degree,Back end Developer,3,80000,74,70
50,Male,PhD,Senior Project Engineer,18,195000,80,72
32,Female,Master's Degree,Full Stack Engineer,6,115000,94,68
36,Male,Bachelor's Degree,Software Engineer Manager,8,135000,61,63
27,Male,Bachelor's Degree,Front end Developer,2,65000,86,71
43,Female,PhD,Senior Project Engineer,14,190000,61,68
34,Male,Master's Degree,Back end Developer,8,140000,94,72
46,Male,PhD,Software Engineer Manager,16,185000,77,85
33,Female,Bachelor's Degree,Full Stack Engineer,7,130000,73,97
30,Female,Master's Degree,Front end Developer,5,105000,79,72
50,Male,PhD,Senior Project Engineer,19,200000,77,98
30,Male,Bachelor's Degree,Back end Developer,5,100000,69,87
42,Male,Master's Degree,Software Engineer Manager,13,170000,84,78
33,Female,Bachelor's Degree,Full Stack Engineer,6,115000,61,83
45,Male,PhD,Senior Project Engineer,16,185000,84,78
29,Female,Bachelor's Degree,Front end Developer,4,90000,92,72
39,Female,Master's Degree,Software Engineer Manager,12,160000,95,72
27,Male,Bachelor's Degree,Back end Developer,3,80000,90,87
49,Male,PhD,Senior Project Engineer,17,195000,73,61
32,Female,Master's Degree,Full Stack Engineer,6,115000,60,69
36,Male,Bachelor's Degree,Software Engineer Manager,8,135000,75,81
27,Male,Bachelor's Degree,Front end Developer,2,65000,62,72
43,Female,PhD,Senior Project Engineer,14,190000,94,68
34,Male,Master's Degree,Back end Developer,8,140000,100,92
46,Male,PhD,Software Engineer Manager,16,185000,65,73
33,Female,Bachelor's Degree,Full Stack Engineer,7,130000,84,79
30,Female,Master's Degree,Front end Developer,5,105000,72,74
50,Male,PhD,Senior Project Engineer,19,200000,93,91
30,Male,Bachelor's Degree,Back end Developer,5,100000,67,92
42,Male,Master's Degree,Software Engineer Manager,13,170000,80,76
33,Female,Bachelor's Degree,Full Stack Engineer,6,115000,93,83
45,Male,PhD,Senior Project Engineer,16,185000,63,89
29,Female,Bachelor's Degree,Front end Developer,4,90000,84,72
39,Female,Master's Degree,Software Engineer Manager,12,160000,74,75
27,Male,Bachelor's Degree,Back end Developer,3,80000,63,61
49,Male,PhD,Senior Project Engineer,17,195000,71,76
32,Female,Master's Degree,Full Stack Engineer,6,115000,91,91
36,Male,Bachelor's Degree,Software Engineer Manager,8,135000,91,67
27,Male,Bachelor's Degree,Front end Developer,2,65000,87,62
43,Female,PhD,Senior Project Engineer,14,190000,72,71
34,Male,Master's Degree,Back end Developer,8,140000,90,79
46,Female,PhD,Senior Project Engineer,16,185000,73,75
33,Male,Bachelor's Degree,Full Stack Engineer,7,130000,79,73
30,Male,Master's Degree,Front end Developer,5,105000,77,75
50,Male,PhD,Software Engineer Manager,20,210000,88,92
31,Male,Bachelor's Degree,Back end Developer,6,95000,65,89
39,Female,Master's Degree,Software Engineer Manager,11,170000,91,71
27,Male,Bachelor's Degree,Front end Developer,2,65000,88,74
44,Female,PhD,Senior Project Engineer,16,190000,61,77
32,Male,Master's Degree,Back end Developer,7,120000,82,87
48,Male,PhD,Software Engineer Manager,19,200000,78,82
30,Female,Bachelor's Degree,Full Stack Engineer,5,100000,90,73
34,Male,Master's Degree,Front end Developer,9,150000,64,89
37,Female,Bachelor's Degree,Software Engineer Manager,11,170000,78,92
26,Male,Bachelor's Degree,Back end Developer,2,65000,93,74
49,Female,PhD,Senior Project Engineer,19,210000,69,66
29,Male,Bachelor's Degree,Full Stack Engineer,4,90000,84,74
41,Male,Master's Degree,Software Engineer Manager,14,180000,61,97
31,Female,Bachelor's Degree,Front end Developer,6,110000,70,70
37,Male,Master's Degree,Software Engineer Manager,10,150000,90,88
27,Male,Bachelor's Degree,Back end Developer,3,80000,74,90
50,Male,PhD,Senior Project Engineer,18,195000,68,84
32,Female,Master's Degree,Full Stack Engineer,6,115000,82,83
36,Male,Bachelor's Degree,Software Engineer Manager,8,135000,78,78
27,Male,Bachelor's Degree,Front end Developer,2,65000,68,61
43,Female,PhD,Senior Project Engineer,14,190000,94,81
34,Male,Master's Degree,Back end Developer,8,140000,80,79
46,Male,PhD,Software Engineer Manager,16,185000,68,92
33,Female,Bachelor's Degree,Full Stack Engineer,7,130000,87,67
30,Female,Master's Degree,Front end Developer,5,105000,66,84
50,Male,PhD,Senior Project Engineer,19,200000,75,68
30,Male,Bachelor's Degree,Back end Developer,5,100000,75,93
42,Male,Master's Degree,Software Engineer Manager,13,170000,92,82
33,Female,Bachelor's Degree,Full Stack Engineer,6,115000,63,64
45,Male,PhD,Senior Project Engineer,16,185000,63,84
29,Female,Bachelor's Degree,Front end Developer,4,90000,98,67
39,Female,Master's Degree,Software Engineer Manager,12,160000,99,75
27,Male,Bachelor's Degree,Back end Developer,3,80000,76,74
49,Male,PhD,Senior Project Engineer,17,195000,96,60
32,Female,Master's Degree,Full Stack Engineer,6,115000,98,81
36,Male,Bachelor's Degree,Software Engineer Manager,8,135000,88,62
27,Male,Bachelor's Degree,Front end Developer,2,65000,95,97
43,Female,PhD,Senior Project Engineer,14,190000,97,73
34,Male,Master's Degree,Back end Developer,8,140000,98,95
46,Male,PhD,Software Engineer Manager,16,185000,96,77
33,Female,Bachelor's Degree,Full Stack Engineer,7,130000,94,100
30,Female,Master's Degree,Front end Developer,5,105000,66,77
50,Male,PhD,Senior Project Engineer,19,200000,86,62
30,Male,Bachelor's Degree,Back end Developer,5,100000,87,69
42,Male,Master's Degree,Software Engineer Manager,13,170000,81,98
33,Female,Bachelor's Degree,Full Stack Engineer,6,115000,73,60
45,Male,PhD,Senior Project Engineer,16,185000,66,86
29,Female,Bachelor's Degree,Front end Developer,4,90000,96,86
39,Female,Master's Degree,Software Engineer Manager,12,160000,81,70
27,Male,Bachelor's Degree,Back end Developer,3,80000,64,64
49,Male,PhD,Senior Project Engineer,17,195000,61,66
32,Female,Master's Degree,Full Stack Engineer,6,115000,86,78
36,Male,Bachelor's Degree,Software Engineer Manager,8,135000,80,88
27,Male,Bachelor's Degree,Front end Developer,2,65000,97,74
43,Female,PhD,Senior Project Engineer,14,190000,74,94
34,Male,Master's Degree,Back end Developer,8,140000,80,96
28,Male,Bachelor's Degree,Software Engineer,4,75000,69,71
33,Female,Master's Degree,Data Analyst,7,95000,82,89
22,Male,Bachelor's Degree,Front End Developer,1,50000,98,79
44,Male,PhD,Senior Data Scientist,15,180000,64,96
29,Female,Bachelor's Degree,Software Developer,3,65000,60,62
31,Male,Master's Degree,Product Manager,6,120000,72,68
25,Female,Master's Degree,Software Engineer,2,60000,80,100
38,Male,Bachelor's Degree,Data Scientist,10,150000,85,98
27,Male,Bachelor's Degree,Software Engineer,3,70000,80,85
46,Female,PhD,Director of Data Science,20,220000,77,61
33,Male,Master's Degree,Data Analyst,8,100000,96,82
24,Female,Bachelor's Degree,Software Developer,2,55000,91,82
36,Male,PhD,Senior Data Scientist,12,170000,95,80
30,Female,Bachelor's Degree,Software Engineer,5,90000,76,75
29,Male,Bachelor's Degree,Front End Developer,4,80000,94,68
42,Male,Master's Degree,Product Manager,14,180000,70,72
26,Male,Bachelor's Degree,Software Developer,2,60000,80,87
35,Female,Master's Degree,Data Analyst,9,120000,85,86
27,Female,Bachelor's Degree,Software Engineer,3,70000,63,76
48,Male,PhD,Director of Data Science,18,210000,93,97
34,Male,Master's Degree,Data Scientist,9,140000,77,95
23,Female,Bachelor's Degree,Software Engineer,1,50000,99,60
32,Male,Master's Degree,Product Manager,7,110000,94,77
25,Female,Master's Degree,Software Engineer,2,60000,100,68
37,Male,Bachelor's Degree,Data Analyst,11,160000,88,72
28,Male,Bachelor's Degree,Software Engineer,4,75000,88,99
41,Female,PhD,Director of Data Science,16,200000,97,74
34,Male,Master's Degree,Data Analyst,8,100000,80,63
24,Female,Bachelor's Degree,Software Developer,2,55000,72,92
36,Male,PhD,Senior Data Scientist,12,170000,100,83
30,Female,Bachelor's Degree,Software Engineer,5,90000,76,95
29,Male,Bachelor's Degree,Front End Developer,4,80000,68,100
42,Male,Master's Degree,Product Manager,14,180000,100,69
26,Male,Bachelor's Degree,Software Developer,2,60000,60,95
35,Female,Master's Degree,Data Analyst,9,120000,61,79
27,Female,Bachelor's Degree,Software Engineer,3,70000,88,100
48,Male,PhD,Director of Data Science,18,210000,92,70
34,Male,Master's Degree,Data Scientist,9,140000,69,71
23,Female,Bachelor's Degree,Software Engineer,1,50000,99,77
32,Male,Master's Degree,Product Manager,7,110000,80,89
25,Female,Master's Degree,Software Engineer,2,60000,87,96
37,Male,Bachelor's Degree,Data Analyst,11,160000,70,79
28,Male,Bachelor's Degree,Software Engineer,4,75000,93,84
41,Female,PhD,Director of Data Science,16,200000,67,71
34,Male,Master's Degree,Data Analyst,8,100000,81,80
24,Female,Bachelor's Degree,Software Developer,2,55000,67,84
36,Male,PhD,Senior Data Scientist,12,170000,74,70
30,Female,Bachelor's Degree,Software Engineer,5,90000,76,68
29,Male,Bachelor's Degree,Front End Developer,4,80000,82,84
42,Male,Master's Degree,Product Manager,14,180000,83,94
26,Male,Bachelor's Degree,Software Developer,2,60000,78,91
35,Female,Master's Degree,Data Analyst,9,120000,64,73
27,Female,Bachelor's Degree,Software Engineer,3,70000,91,60
48,Male,PhD,Director of Data Science,18,210000,60,76
34,Male,Master's Degree,Data Scientist,9,140000,82,84
23,Female,Bachelor's Degree,Software Engineer,1,50000,96,67
32,Male,Master's Degree,Product Manager,7,110000,67,64
25,Female,Master's Degree,Software Engineer,2,60000,72,64
37,Male,Bachelor's Degree,Data Analyst,11,160000,67,100
28,Male,Bachelor's Degree,Software Engineer,4,75000,82,94
41,Female,PhD,Director of Data Science,16,200000,60,78
34,Male,Master's Degree,Data Analyst,8,100000,83,82
24,Female,Bachelor's Degree,Software Developer,2,55000,94,68
36,Male,PhD,Senior Data Scientist,12,170000,83,89
30,Female,Bachelor's Degree,Software Engineer,5,90000,76,75
29,Male,Bachelor's Degree,Front End Developer,4,80000,64,92
42,Male,Master's Degree,Product Manager,14,180000,79,61
26,Male,Bachelor's Degree,Software Developer,2,60000,80,73
35,Female,Master's Degree,Data Analyst,9,120000,99,60
27,Female,Bachelor's Degree,Software Engineer,3,70000,90,85
48,Male,PhD,Director of Data Science,18,210000,95,84
34,Male,Master's Degree,Data Scientist,9,140000,70,75
23,Female,Bachelor's Degree,Software Engineer,1,50000,74,74
32,Male,Master's Degree,Product Manager,7,110000,78,85
25,Female,Master's Degree,Software Engineer,2,60000,66,75
37,Male,Bachelor's Degree,Data Analyst,11,160000,87,73
28,Male,Bachelor's Degree,Software Engineer,4,75000,64,88
41,Female,PhD,Director of Data Science,16,200000,64,83
34,Male,Master's Degree,Data Analyst,8,100000,89,74
24,Female,Bachelor's Degree,Software Developer,2,55000,91,78
36,Male,PhD,Senior Data Scientist,12,170000,67,67
30,Female,Bachelor's Degree,Software Engineer,5,90000,69,93
29,Male,Bachelor's Degree,Front End Developer,4,80000,97,61
42,Male,Master's Degree,Product Manager,14,180000,91,86
26,Male,Bachelor's Degree,Software Developer,2,60000,87,69
35,Female,Master's Degree,Data Analyst,9,120000,76,94
27,Female,Bachelor's Degree,Software Engineer,3,70000,90,82
48,Male,PhD,Director of Data Science,18,210000,67,67
34,Male,Master's Degree,Data Scientist,9,140000,99,87
23,Female,Bachelor's Degree,Software Engineer,1,50000,84,82
32,Male,Master's Degree,Product Manager,7,110000,68,63
25,Female,Master's Degree,Software Engineer,2,60000,61,73
37,Male,Bachelor's Degree,Data Analyst,11,160000,74,88
28,Male,Bachelor's Degree,Software Engineer,4,75000,62,60
41,Female,PhD,Director of Data Science,16,200000,95,63
34,Male,Master's Degree,Data Analyst,8,100000,63,91
24,Female,Bachelor's Degree,Software Developer,2,55000,73,92
36,Male,PhD,Senior Data Scientist,12,170000,100,85
30,Female,Bachelor's Degree,Software Engineer,5,90000,100,76
29,Male,Bachelor's Degree,Front End Developer,4,80000,84,98
42,Male,Master's Degree,Product Manager,14,180000,69,82
26,Male,Bachelor's Degree,Software Developer,2,60000,80,91
35,Female,Master's Degree,Data Analyst,9,120000,95,74
27,Female,Bachelor's Degree,Software Engineer,3,70000,71,72
48,Male,PhD,Director of Data Science,18,210000,86,61
34,Male,Master's Degree,Data Scientist,9,140000,99,78
23,Female,Bachelor's Degree,Software Engineer,1,50000,61,83
32,Male,Master's Degree,Product Manager,7,110000,72,83
25,Female,Master's Degree,Software Engineer,2,60000,91,70
37,Male,Bachelor's Degree,Data Analyst,11,160000,90,81
28,Male,Bachelor's Degree,Software Engineer,4,75000,75,74
41,Female,PhD,Director of Data Science,16,200000,91,69
34,Male,Master's Degree,Data Analyst,8,100000,91,100
24,Female,Bachelor's Degree,Software Developer,2,55000,93,86
36,Male,PhD,Senior Data Scientist,12,170000,70,68
30,Female,Bachelor's Degree,Software Engineer,5,90000,69,87
29,Male,Bachelor's Degree,Front End Developer,4,80000,74,60
42,Male,Master's Degree,Product Manager,14,180000,76,76
26,Male,Bachelor's Degree,Software Developer,2,60000,99,90
35,Female,Master's Degree,Data Analyst,9,120000,77,69
27,Female,Bachelor's Degree,Software Engineer,3,70000,68,96
48,Male,PhD,Director of Data Science,18,210000,84,88
34,Male,Master's Degree,Data Scientist,9,140000,99,77
23,Female,Bachelor's Degree,Software Engineer,1,50000,73,97
34,Female,Bachelor's Degree,Full Stack Engineer,8,122485,84,98
25,Male,PhD,Software Engineer Manager,12,169159,81,65
43,Male,Master's Degree,Senior Software Engineer,21,187081,89,99
53,Other,High School,Senior Project Engineer,31,166109,79,71
27,Female,Master's Degree,Front end Developer,5,78354,80,73
25,Male,Bachelor's Degree,Back end Developer,2,90249,91,69
29,Female,Master's Degree,Senior Software Engineer,6,132720,80,79
52,Male,PhD,Software Engineer Manager,23,161568,94,74
41,Male,Master's Degree,Front end Developer,13,127346,91,90
49,Female,Bachelor's Degree,Back end Developer,19,120177,89,66
25,Other,High School,Full Stack Engineer,2,69032,98,100
35,Male,Master's Degree,Senior Project Engineer,8,101332,71,69
57,Female,PhD,Full Stack Engineer,30,121450,100,69
35,Female,Bachelor's Degree,Senior Project Engineer,12,166375,77,98
43,Male,Master's Degree,Senior Software Engineer,21,185119,80,87
37,Female,Bachelor's Degree,Full Stack Engineer,10,149217,72,89
50,Male,Master's Degree,Software Engineer Manager,21,166512,80,96
52,Female,Master's Degree,Senior Software Engineer,28,186963,67,62
26,Male,Bachelor's Degree,Back end Developer,3,75072,99,74
34,Female,Master's Degree,Full Stack Engineer,10,163398,66,80
30,Male,High School,Senior Project Engineer,11,103947,82,96
60,Female,PhD,Software Engineer Manager,33,179180,91,71
50,Male,Bachelor's Degree,Back end Developer,23,175966,70,63
58,Male,Master's Degree,Senior Software Engineer,27,190004,81,68
